face,embedding,cluster
face_id_59,"[-0.12562692165374756, 0.12424439936876297, 0.02768542990088463, -0.013603762723505497, -0.0038817808963358402, 0.007724036928266287, -0.1141216829419136, -0.09937431663274765, 0.17630814015865326, -0.07431711256504059, 0.19851011037826538, 0.029569029808044434, -0.21089434623718262, -0.09217394888401031, 0.017436558380723, 0.11416647583246231, -0.19106900691986084, -0.07619725912809372, -0.13586175441741943, -0.11956967413425446, 0.0017372696893289685, -0.014838776551187038, 0.06635823100805283, 0.011344188824295998, -0.1347312331199646, -0.36557695269584656, -0.06091704219579697, -0.19320644438266754, 0.0054536666721105576, -0.08326534926891327, -0.12193857878446579, -0.009837107732892036, -0.23775644600391388, -0.14166301488876343, 0.0040353513322770596, 0.047845542430877686, -0.018110308796167374, 0.024672623723745346, 0.1558794379234314, 0.020390840247273445, -0.09719555079936981, 0.1001351848244667, 0.013915343210101128, 0.1942785084247589, 0.31218087673187256, 0.07151029258966446, -0.02752196602523327, -0.06441173702478409, 0.08095401525497437, -0.19708707928657532, 0.01635606214404106, 0.18801315128803253, 0.13641108572483063, 0.09734734892845154, 0.06912890821695328, -0.14282582700252533, -0.0016131979646161199, 0.05592741072177887, -0.12765124440193176, 0.032666053622961044, 0.03439893200993538, -0.09621010720729828, -0.05904008448123932, 0.03318057954311371, 0.18259960412979126, 0.09009545296430588, -0.09939741343259811, -0.0846392959356308, 0.13321439921855927, -0.05334750562906265, 0.037340354174375534, 0.03871587663888931, -0.16940143704414368, -0.22175583243370056, -0.2310129702091217, 0.07955531775951385, 0.3727281093597412, 0.18001459538936615, -0.21116699278354645, 0.004715374205261469, -0.2106049656867981, -0.010579854249954224, 0.04324444755911827, -0.00842600129544735, -0.01959913782775402, -0.1083376407623291, -0.03176773339509964, 0.0714300125837326, 0.10500255227088928, -0.0006769181927666068, -0.027021652087569237, 0.18499316275119781, -0.04364842548966408, 0.05982653796672821, -0.00401635468006134, 0.056944429874420166, -0.13325826823711395, -0.02374120242893696, -0.14728239178657532, -0.0671023577451706, 0.025832524523139, -0.042799774557352066, 0.024014463648200035, 0.07844939827919006, -0.16805309057235718, 0.06024901568889618, 0.021121256053447723, -0.010092752054333687, 0.01821056567132473, 0.050592921674251556, -0.0591941773891449, -0.0354754775762558, 0.13903680443763733, -0.24885357916355133, 0.2755689024925232, 0.25761935114860535, -0.03255140781402588, 0.14220185577869415, 0.06162390112876892, 0.03860681131482124, -0.019446181133389473, -0.001192746451124549, -0.16945584118366241, -0.09330112487077713, 0.013776677660644054, 0.06837069988250732, 0.043454788625240326, 0.009788510389626026]",17
face_id_60,"[-0.09776519984006882, 0.15494194626808167, -0.038952164351940155, -0.08986126631498337, -0.07598660886287689, 0.06347566843032837, -0.0819844976067543, -0.08606760948896408, 0.20745384693145752, -0.014291738159954548, 0.1604805737733841, -0.02171429805457592, -0.2992996871471405, 0.00998417753726244, -0.1667514443397522, 0.0864238515496254, -0.22765132784843445, -0.08758558332920074, -0.08480889350175858, -0.12829315662384033, 0.11376100778579712, 0.12056657671928406, 0.07418438792228699, 0.00648769736289978, -0.21922257542610168, -0.19772206246852875, -0.04968773573637009, -0.17335447669029236, 0.038349077105522156, -0.19879035651683807, 0.00721349660307169, 0.03295384719967842, -0.22554157674312592, -0.03330889344215393, 0.03889958932995796, 0.0586995929479599, -0.05578190088272095, -0.06641408801078796, 0.1602114737033844, 0.08322582393884659, -0.04167185351252556, 0.023204747587442398, 0.0055465190671384335, 0.2328919917345047, 0.13013361394405365, 0.007971220649778843, -0.05270776152610779, -0.09179753065109253, 0.09872912615537643, -0.2846291959285736, 0.07364344596862793, 0.19257190823554993, 0.07738407701253891, 0.12155339866876602, 0.12307294458150864, -0.2192372977733612, 0.10645212978124619, 0.14312376081943512, -0.16054074466228485, 0.10236071050167084, 0.08065416663885117, -0.03174649551510811, -0.017743036150932312, 0.02796354331076145, 0.14252999424934387, 0.08037596940994263, -0.09284418821334839, -0.13348700106143951, 0.09026914834976196, -0.07865329831838608, 0.003876499133184552, 0.1435714066028595, -0.05673671513795853, -0.15892772376537323, -0.1716051697731018, 0.02202901430428028, 0.37746015191078186, 0.13070032000541687, -0.13777193427085876, 0.027344319969415665, -0.10743832588195801, -0.03212466835975647, -1.9900003280781675e-06, -0.04373292252421379, -0.17899270355701447, -0.002959056757390499, -0.09836537390947342, 0.05318726971745491, 0.1304762363433838, 0.029110155999660492, -0.038981299847364426, 0.2942153811454773, -0.017983265221118927, 0.032685182988643646, 0.08460970222949982, 0.00760261993855238, -0.14221951365470886, -0.05464578792452812, 0.011237187311053276, -0.003540036967024207, 0.025461988523602486, -0.20363442599773407, -0.08405196666717529, 0.09288487583398819, -0.15612253546714783, 0.09522584080696106, -0.04739685729146004, -0.037738434970378876, -0.07670135796070099, -0.04147108644247055, -0.10389872640371323, 0.0591682568192482, 0.19668470323085785, -0.35748523473739624, 0.23223604261875153, 0.15808774530887604, 0.02062063291668892, 0.12399686872959137, 0.0527506098151207, 0.028903208673000336, -0.020603498443961143, 0.011906716972589493, -0.13925091922283173, -0.10920552909374237, 0.029803795740008354, -0.07338886708021164, -0.04082599654793739, -0.004755564033985138]",24
face_id_61,"[-0.12356293946504593, 0.05851993337273598, 0.1322084218263626, -0.06475286930799484, -0.08138368278741837, -0.023452015593647957, 0.008912070654332638, -0.10088430345058441, 0.11754859238862991, -0.026360027492046356, 0.24040347337722778, -0.10689783096313477, -0.32496678829193115, 0.005270075518637896, -0.03898113965988159, 0.11534500867128372, -0.2436673790216446, -0.08012222498655319, -0.04809250682592392, 0.010217627510428429, -0.027322949841618538, -0.02940214052796364, 0.10234352946281433, 0.0229527335613966, -0.1808302253484726, -0.39452335238456726, -0.05587227642536163, -0.12552522122859955, 0.03747732192277908, -0.06827972084283829, -0.028884684666991234, 0.10671486705541611, -0.24508541822433472, -0.007832963950932026, 0.01679111272096634, 0.00505768321454525, -0.12129930406808853, -0.061507999897003174, 0.2180965691804886, 0.030458075925707817, -0.17139723896980286, -0.08477800339460373, 0.023807145655155182, 0.18583761155605316, 0.14287078380584717, 0.01591222546994686, 0.06304215639829636, -0.09964219480752945, 0.08362900465726852, -0.3319157063961029, 0.03985469788312912, 0.18302519619464874, 0.06711636483669281, 0.09100804477930069, 0.030034242197871208, -0.17353495955467224, 0.015241940505802631, 0.11356425285339355, -0.15698380768299103, 0.16111864149570465, 0.07180541753768921, -0.08981391042470932, -0.007925297133624554, -0.032521914690732956, 0.2052147537469864, 0.0751238688826561, -0.14208203554153442, -0.07699225097894669, 0.1519123613834381, -0.10338220000267029, 0.06448356062173843, 0.1462637186050415, -0.06361128389835358, -0.2281886637210846, -0.18875367939472198, -0.04987983778119087, 0.35189419984817505, 0.0781419649720192, -0.12714748084545135, -0.04583776369690895, -0.23675638437271118, -0.08660051971673965, -0.015356931835412979, 0.095992311835289, -0.043562017381191254, -0.022052031010389328, -0.06959081441164017, 0.028305793181061745, 0.212410107254982, -0.0817226842045784, 0.05510776489973068, 0.31352323293685913, -0.0059295594692230225, 0.039947543293237686, -0.022510303184390068, 0.017467457801103592, -0.1365671306848526, -0.03587377071380615, -0.02245677448809147, -0.007181207183748484, -0.05864713713526726, -0.1303868144750595, -0.031200235709547997, 0.06111200898885727, -0.21885129809379578, 0.1475372314453125, 0.013783097267150879, -0.00891025085002184, 0.06458720564842224, -0.07000964134931564, -0.009049796499311924, -0.09269054979085922, 0.12341026216745377, -0.35724493861198425, 0.1839878261089325, 0.20326325297355652, 0.025271330028772354, 0.1325351595878601, -0.0351666584610939, 0.03176736459136009, -0.004982716403901577, -0.038021136075258255, -0.1147364005446434, -0.02092149667441845, 0.03325960040092468, -0.05128850042819977, -0.09189318865537643, -0.029787367209792137]",25
face_id_62,"[-0.07280318439006805, 0.0660993754863739, 0.0751706138253212, -0.04416223615407944, -0.12249116599559784, 0.05889693275094032, -0.008252803236246109, -0.05304678902029991, 0.220005601644516, -0.14283230900764465, 0.17733637988567352, 0.02582598477602005, -0.22460795938968658, 0.09911952912807465, 0.03634854033589363, 0.08455405384302139, -0.22836291790008545, -0.13365291059017181, -0.08981963247060776, 0.010451984591782093, 0.09138431400060654, 0.06121262162923813, 0.04962368682026863, 0.06982334703207016, -0.2603992223739624, -0.37837520241737366, -0.024971697479486465, -0.0707169696688652, 0.058144837617874146, -0.05033394694328308, -0.0638081431388855, -0.0026271764654666185, -0.2277805209159851, 0.07459072023630142, 0.03492946922779083, 0.06670349836349487, -0.08285627514123917, -0.10729319602251053, 0.202309712767601, 0.04539930075407028, -0.27885520458221436, -0.022020338103175163, -0.00943676196038723, 0.16809019446372986, 0.2179879993200302, 0.01268672849982977, 0.0618404820561409, -0.12929069995880127, 0.0980706736445427, -0.3379237651824951, 0.04823608696460724, 0.25061437487602234, -0.024132026359438896, 0.07576879113912582, 0.043473757803440094, -0.1699877679347992, -0.021667605265975, 0.11905352771282196, -0.14870978891849518, 0.02110108733177185, 0.1091989278793335, 0.0011809056159108877, -0.031268373131752014, -0.0383792407810688, 0.1852608174085617, 0.09867595136165619, -0.1660623848438263, -0.15814504027366638, 0.09736397862434387, -0.1843341439962387, -0.026274453848600388, 0.1203131154179573, -0.1126738041639328, -0.25698143243789673, -0.16663606464862823, 0.0011102319695055485, 0.4018459618091583, 0.13384021818637848, -0.1390903890132904, 0.020038099959492683, -0.18147167563438416, 0.015454869717359543, 0.05693717673420906, 0.0677114725112915, -0.029273737221956253, -0.009050535969436169, -0.09637227654457092, 0.10966310650110245, 0.23935918509960175, -0.03324315324425697, 0.06273987889289856, 0.2698807716369629, 0.03631322458386421, -0.07789602130651474, 0.013692492619156837, 0.13338661193847656, -0.1660858392715454, -0.004809143953025341, -0.09887857735157013, -0.04307158663868904, 0.06271155178546906, -0.0024906403850764036, -0.005323515739291906, 0.1458345651626587, -0.27167993783950806, 0.22611568868160248, -0.06994360685348511, -0.08224456757307053, 0.10006435960531235, -0.07798860222101212, -0.09548457711935043, -0.061752673238515854, 0.11021529138088226, -0.3069104850292206, 0.13836340606212616, 0.1621687114238739, 0.0005317648756317794, 0.16641780734062195, 7.223292777780443e-05, 0.08103711903095245, -0.027074851095676422, 0.004125777631998062, -0.20988745987415314, -0.07050005346536636, 0.019582834094762802, -0.01072512473911047, -0.026868050917983055, -0.0739813819527626]",26
face_id_63,"[-0.12551353871822357, 0.12676356732845306, 0.08489897102117538, -0.019437547773122787, -0.18657727539539337, -0.012584990821778774, -0.07662961632013321, -0.07606882601976395, 0.13949525356292725, -0.14772330224514008, 0.15750139951705933, 0.03745472431182861, -0.2711217403411865, 0.06994408369064331, -0.04877085238695145, 0.2232562005519867, -0.16740357875823975, -0.13314859569072723, -0.12175390124320984, -0.015005404129624367, 0.09498165547847748, 0.06200108677148819, 0.03185451030731201, 0.10071799904108047, -0.15406876802444458, -0.3460996747016907, -0.07952973991632462, -0.021645501255989075, -0.05426185205578804, -0.02422836609184742, -0.003905368037521839, 0.05264285206794739, -0.15675486624240875, -0.027106400579214096, 0.046236176043748856, 0.003079697024077177, -0.06298547238111496, -0.16684192419052124, 0.2042015790939331, 0.04462585598230362, -0.18857495486736298, -0.03917105868458748, 0.10392699390649796, 0.262940913438797, 0.16437354683876038, 0.01317583303898573, 0.13050587475299835, -0.11579024791717529, 0.14989188313484192, -0.3271339535713196, 0.04953781142830849, 0.1380835324525833, 0.05639336630702019, 0.10253103077411652, 0.083594411611557, -0.18182967603206635, 0.07165053486824036, 0.14364436268806458, -0.20412111282348633, 0.0563850924372673, 0.03535095974802971, -0.07311879843473434, -0.03646984323859215, -0.10807967185974121, 0.2739413380622864, 0.13031987845897675, -0.11831580102443695, -0.15834356844425201, 0.2566314935684204, -0.11700893938541412, -0.08587111532688141, 0.027451694011688232, -0.16662754118442535, -0.1778205782175064, -0.3228808045387268, -0.020004186779260635, 0.4363921880722046, 0.18606580793857574, -0.1567939966917038, 0.015907403081655502, -0.12040839344263077, -0.02837643213570118, -0.063234344124794, 0.14070011675357819, -0.023092852905392647, -0.08544193208217621, -0.08461297303438187, 0.05425204336643219, 0.25155892968177795, -0.029312284663319588, -0.02911633625626564, 0.28451845049858093, 0.1528683751821518, -0.11384900659322739, 0.04396243020892143, 0.07541851699352264, -0.19381316006183624, -0.08171495795249939, -0.14762359857559204, -0.044578779488801956, -0.04503311589360237, -0.028555138036608696, -0.014554991386830807, 0.1709860861301422, -0.19042639434337616, 0.18781408667564392, -0.06022455915808678, -0.06066231057047844, -0.028214169666171074, 0.014754890464246273, -0.1579543948173523, -0.10163620859384537, 0.08313778787851334, -0.1811298131942749, 0.09681172668933868, 0.13844217360019684, 0.08632087707519531, 0.16052541136741638, 0.0026906647253781557, 0.14377498626708984, -0.01746300980448723, 0.006089527625590563, -0.14608228206634521, -0.12807977199554443, 0.08141198754310608, -0.01838330365717411, -0.004493232816457748, 0.07265967130661011]",27
face_id_64,"[-0.0783776193857193, 0.14457060396671295, 0.08390061557292938, -0.08322159200906754, -0.12394674122333527, -0.06893372535705566, -0.08666855841875076, -0.05761287733912468, 0.18343472480773926, -0.041877005249261856, 0.10469919443130493, -0.011451145634055138, -0.3341662883758545, -0.027511604130268097, -0.038646869361400604, 0.2164367437362671, -0.1657608300447464, -0.14551010727882385, -0.12369611859321594, -0.025926224887371063, 0.03938664123415947, 0.08213353902101517, 0.030740071088075638, 0.021845027804374695, -0.18622331321239471, -0.34358683228492737, 0.020437510684132576, -0.04818817600607872, -0.18262630701065063, -0.055464133620262146, -0.03971298038959503, 0.15432105958461761, -0.1261051893234253, -0.01795506291091442, 0.0561528280377388, 0.10867895931005478, -0.05141337960958481, -0.09058420360088348, 0.21987967193126678, 0.030225001275539398, -0.21274709701538086, -0.06769866496324539, 0.06285013258457184, 0.21873503923416138, 0.27043241262435913, -0.04045435041189194, 0.08117953687906265, -0.06866396963596344, 0.16547457873821259, -0.3654775619506836, 0.024017080664634705, 0.14593349397182465, 0.04099268838763237, 0.08710969984531403, 0.08908722549676895, -0.21394756436347961, -0.0050007556565105915, 0.18723349273204803, -0.24633263051509857, 0.0013206735020503402, 0.015955675393342972, -0.18202154338359833, -0.11712299287319183, -0.14824208617210388, 0.2383115440607071, 0.11945020407438278, -0.14820070564746857, -0.16606009006500244, 0.19442176818847656, -0.13911297917366028, -0.0739516168832779, 0.0916421189904213, -0.10801557451486588, -0.18173278868198395, -0.3232010006904602, -0.07143294811248779, 0.2759025990962982, 0.1319034844636917, -0.1752268522977829, 0.020204631611704826, -0.13068439066410065, -0.05227183923125267, -0.08542901277542114, 0.02274465188384056, 0.006796489469707012, -0.0006805862649343908, -0.09315800666809082, -0.0018502920866012573, 0.26079878211021423, -0.03406275808811188, -0.019509300589561462, 0.2956628203392029, 0.05056624487042427, -0.01026230026036501, -0.0279290359467268, 0.007026625331491232, -0.08437275141477585, -0.0184077937155962, -0.11012861132621765, -0.005884818732738495, 0.014782271347939968, -0.14472857117652893, -0.019178999587893486, 0.08447246998548508, -0.24158045649528503, 0.16338087618350983, -0.03643049672245979, 0.052548158913850784, -0.027548842132091522, -0.10357461869716644, -0.11150622367858887, -0.010081888176500797, 0.23099477589130402, -0.2910011410713196, 0.1647062599658966, 0.16611933708190918, 0.06964416801929474, 0.15598507225513458, -0.012951900251209736, 0.03620102256536484, -0.026928728446364403, -0.0658004954457283, -0.20696192979812622, -0.07166963815689087, 0.08004020899534225, -0.021901581436395645, 0.034041229635477066, 0.13908612728118896]",28
face_id_65,"[-0.09620727598667145, 0.19269393384456635, 0.13186337053775787, -0.07199960947036743, -0.14935068786144257, -0.015505807474255562, -0.09511131793260574, -0.059333886951208115, 0.21525993943214417, -0.08404146879911423, 0.1598653942346573, 0.05202493444085121, -0.25200963020324707, 0.03429602086544037, -0.08989853411912918, 0.19582612812519073, -0.19136281311511993, -0.17995503544807434, -0.09042367339134216, -0.01941319927573204, 0.03265298902988434, 0.05068168789148331, 0.008872331120073795, 0.08611390739679337, -0.19700555503368378, -0.39902520179748535, -0.03468693792819977, -0.01147979125380516, -0.02155410684645176, -0.08272339403629303, 0.08924027532339096, 0.1348043978214264, -0.190598264336586, 0.062460239976644516, 0.028507648035883904, 0.17092208564281464, -0.06644139438867569, -0.056743770837783813, 0.12272593379020691, 0.0508069172501564, -0.26555562019348145, -0.05186282843351364, 0.03606484830379486, 0.2943386137485504, 0.2683512270450592, 0.002417600015178323, 0.11545833945274353, -0.13129936158657074, 0.13375599682331085, -0.276721715927124, 0.04270196333527565, 0.19699257612228394, 0.07434722036123276, 0.12215524166822433, 0.07634644955396652, -0.19262059032917023, 0.06070968136191368, 0.1265135556459427, -0.16495515406131744, -0.003551083616912365, 0.07967556267976761, -0.12205864489078522, 0.009960361756384373, -0.06369820237159729, 0.24410173296928406, 0.06133730709552765, -0.16103699803352356, -0.09629757702350616, 0.25085893273353577, -0.17821748554706573, -0.024052558466792107, 0.08336623758077621, -0.1051788181066513, -0.16276973485946655, -0.3161497116088867, -0.016057351604104042, 0.4546301066875458, 0.1867550015449524, -0.17017683386802673, 0.015666546300053596, -0.09027504175901413, 0.012278957292437553, -0.05922723188996315, 0.1965256631374359, -0.09988527745008469, -0.009591261856257915, -0.12111803144216537, 0.06856340169906616, 0.2199161946773529, 0.015678366646170616, 0.030534420162439346, 0.2531486749649048, 0.08341214060783386, -0.009881392121315002, 0.009282868355512619, 0.039801016449928284, -0.1888146549463272, -0.01694061979651451, -0.11824610084295273, -0.058393049985170364, -0.10373249650001526, -0.007508821319788694, -0.01540380623191595, 0.12840650975704193, -0.1286631077528, 0.261627733707428, 0.004635025281459093, 0.020298313349485397, -0.016233179718255997, 0.048833101987838745, -0.034863755106925964, -0.13211005926132202, 0.15124072134494781, -0.20696398615837097, 0.129757359623909, 0.13890555500984192, 0.04410421475768089, 0.17444652318954468, 0.05150122195482254, 0.1847487986087799, -0.042546048760414124, -0.0724073275923729, -0.10396915674209595, -0.025398453697562218, -0.002173586282879114, -0.11194328963756561, 0.027896825224161148, 0.03331850469112396]",29
face_id_66,"[-0.17174598574638367, 0.21798129379749298, 0.004751757252961397, -0.046987976878881454, -0.06473305821418762, 0.02875777706503868, -0.10956408828496933, -0.13356554508209229, 0.19339598715305328, 0.02209548093378544, 0.18940559029579163, -0.038740020245313644, -0.23730073869228363, -0.030354751273989677, -0.039469826966524124, 0.0959545224905014, -0.1632382571697235, -0.10894671827554703, -0.11369460076093674, -0.08784234523773193, 0.13367408514022827, 0.09906309843063354, 0.014639940112829208, 0.03481972962617874, -0.22118623554706573, -0.3195221722126007, -0.10076522082090378, -0.15960760414600372, 0.018863385543227196, -0.10421126335859299, 0.0761239230632782, -0.047601088881492615, -0.164409339427948, -0.02794923260807991, 0.03757792338728905, 0.08528881520032883, -0.02983192726969719, -0.032952647656202316, 0.2346632033586502, -0.0014382258523255587, -0.13225029408931732, -0.004947599954903126, 0.03322012722492218, 0.2508467435836792, 0.1990121603012085, -0.039878278970718384, 0.0588410422205925, -0.08163648098707199, 0.1626579463481903, -0.2846778333187103, 0.14632967114448547, 0.13301612436771393, 0.14476463198661804, 0.11613091826438904, 0.17956781387329102, -0.174294576048851, -0.020353738218545914, 0.2507654130458832, -0.20830276608467102, 0.13629385828971863, 0.09732884913682938, -0.07628773897886276, -0.05513608083128929, -0.030807333067059517, 0.20730343461036682, 0.20163892209529877, -0.12932682037353516, -0.19357545673847198, 0.12454909086227417, -0.09915958344936371, -0.04217849671840668, 0.13900385797023773, -0.08330078423023224, -0.1616184115409851, -0.36127904057502747, 0.05945104360580444, 0.44337591528892517, 0.08279913663864136, -0.2594245672225952, -0.0500347763299942, -0.08362094312906265, 0.0263960063457489, 0.07450149208307266, -0.05317385122179985, -0.12851084768772125, -0.058659493923187256, -0.12146876007318497, 0.026563594117760658, 0.24071212112903595, 0.028440475463867188, -0.0761234238743782, 0.2463482916355133, -0.008210090920329094, 0.05974990501999855, 0.051914896816015244, 0.08226328343153, -0.10374809056520462, -0.10024246573448181, -0.04893865808844566, 0.029986785724759102, 0.006237848196178675, -0.07969824224710464, -0.03121216967701912, 0.09095405787229538, -0.14615049958229065, 0.1617693454027176, -0.0005255350260995328, 0.007456622552126646, -0.11501520127058029, -0.02802833542227745, -0.15571476519107819, 0.07182733714580536, 0.26143500208854675, -0.3094853162765503, 0.23838144540786743, 0.06797434389591217, -0.03198334574699402, 0.15337763726711273, 0.049030572175979614, 0.04111814871430397, -0.043939825147390366, -0.008166489191353321, -0.14844027161598206, -0.05239809677004814, 0.05051761865615845, -0.024073094129562378, 0.018901027739048004, 0.04689747467637062]",30
face_id_67,"[-0.09813642501831055, 0.06723538041114807, 0.11513452976942062, -0.07678965479135513, -0.14358438551425934, 0.04417834430932999, 0.027770379558205605, -0.12940295040607452, 0.13562485575675964, -0.04909013956785202, 0.15240469574928284, -0.0427597351372242, -0.3074197471141815, -0.010862533934414387, 0.013247277587652206, 0.0763859897851944, -0.17181387543678284, -0.19793246686458588, -0.09174273163080215, -0.021380772814154625, -0.08932961523532867, 0.06300505995750427, 0.00269281561486423, 0.02940884791314602, -0.11206454783678055, -0.4182948172092438, -0.10918784886598587, -0.10136298090219498, -0.0011369234416633844, -0.05386432632803917, 0.003069905564188957, 0.11718357354402542, -0.14452509582042694, -0.04989799112081528, 0.07380010187625885, 0.061959411948919296, -0.14876586198806763, -0.08773636817932129, 0.21165582537651062, 0.07153034210205078, -0.1605115383863449, -0.05112718418240547, 0.003756512189283967, 0.2817941904067993, 0.16183516383171082, 0.03381085768342018, 0.07173474878072739, -0.10145040601491928, 0.06509611010551453, -0.2924861013889313, 0.060976751148700714, 0.25927361845970154, 0.055891066789627075, 0.08012060075998306, 0.07381726801395416, -0.17061805725097656, 0.003630376188084483, 0.1140129342675209, -0.17498761415481567, 0.1644318848848343, 0.05910860374569893, -0.13498276472091675, -0.004450658336281776, -0.051642220467329025, 0.21154555678367615, 0.06323102861642838, -0.12057776004076004, -0.10021954774856567, 0.23025347292423248, -0.11639976501464844, -0.055527035146951675, 0.09888475388288498, -0.1467023640871048, -0.21687118709087372, -0.18933461606502533, 0.019732840359210968, 0.4607597887516022, 0.11392903327941895, -0.1722019463777542, -0.08018631488084793, -0.1802636981010437, -0.06375472992658615, 0.0026943848934024572, 0.11812842637300491, -0.0741329938173294, -0.0923725962638855, -0.08581539243459702, 0.027724867686629295, 0.23738551139831543, 0.0017034532502293587, -0.02998465672135353, 0.2615039646625519, 0.027787933126091957, 0.002285668393597007, 0.0659257173538208, 0.04922778159379959, -0.06911838054656982, -0.044931184500455856, -0.11356695741415024, -0.06052963063120842, 0.020990144461393356, -0.14323367178440094, -0.020169202238321304, 0.15548397600650787, -0.17969964444637299, 0.19262558221817017, 0.01267901249229908, -0.03887175768613815, 0.017781324684619904, -0.08764342963695526, -0.058850549161434174, -0.05001993104815483, 0.24201568961143494, -0.29627975821495056, 0.16312521696090698, 0.2149406224489212, 0.039434149861335754, 0.1387091428041458, -0.023810720071196556, 0.046736884862184525, -0.02859894372522831, -0.10288719832897186, -0.16188408434391022, -0.07467000931501389, 0.02398904785513878, 0.0162764061242342, -0.05318986624479294, 0.024245409294962883]",31
face_id_68,"[-0.08735093474388123, 0.11356189101934433, 0.0858672484755516, -0.09110056608915329, -0.16338929533958435, -0.05153026059269905, -0.006329672876745462, -0.03859097883105278, 0.16672708094120026, -0.016399884596467018, 0.20648518204689026, -0.10218372195959091, -0.27377086877822876, 0.06386338919401169, -0.0883437767624855, 0.1774144023656845, -0.2873154878616333, -0.07116366922855377, -0.03433610126376152, -0.04246486723423004, 0.07832618057727814, 0.010225368663668633, 0.10098889470100403, 0.10283350944519043, -0.14500166475772858, -0.295310378074646, -0.09599724411964417, -0.09584154933691025, 0.08447396010160446, -0.09891217201948166, -0.043453149497509, 0.09619148075580597, -0.21614255011081696, -0.01766463927924633, 0.02656617760658264, 0.07495450228452682, -0.028511064127087593, -0.1403929740190506, 0.252754807472229, 0.05971716716885567, -0.18329483270645142, -0.04596616327762604, 0.09379561245441437, 0.27977195382118225, 0.20543941855430603, 0.04321051388978958, 0.036093659698963165, -0.034720227122306824, 0.15731316804885864, -0.319293349981308, 0.01221794169396162, 0.20292483270168304, 0.14762943983078003, 0.05850755795836449, 0.0015219921479001641, -0.14538848400115967, 0.08007178455591202, 0.16690097749233246, -0.28732410073280334, 0.05879322811961174, 0.1169203594326973, -0.11233502626419067, 0.002022287342697382, -0.04320502653717995, 0.26534873247146606, 0.11616768687963486, -0.14714573323726654, -0.09324361383914948, 0.1657913625240326, -0.13813985884189606, 0.004637329373508692, 0.12585122883319855, -0.11971321702003479, -0.19815178215503693, -0.21348237991333008, -0.01834121160209179, 0.381797194480896, 0.12597015500068665, -0.10700510442256927, 0.025506284087896347, -0.13771237432956696, -0.05306442826986313, -0.026079127565026283, 0.11801771819591522, -0.09308828413486481, 0.031018240377306938, -0.16748327016830444, 0.07500433921813965, 0.20412299036979675, -0.136094331741333, 0.06771045923233032, 0.28800708055496216, 0.05944450572133064, -0.032753732055425644, -0.030632279813289642, 0.06907378137111664, -0.15731178224086761, -0.01630798541009426, -0.09552665799856186, 0.00043781418935395777, -0.006779563147574663, -0.09450890123844147, -0.04594072327017784, 0.04057255759835243, -0.24529971182346344, 0.09159248322248459, -0.041749127209186554, -0.12800174951553345, -0.11272194236516953, -0.1708468794822693, -0.053334493190050125, -0.01785379648208618, 0.1502852588891983, -0.32534146308898926, 0.1266314834356308, 0.18637818098068237, -0.032592445611953735, 0.1647641658782959, -0.012413891963660717, 0.07856405526399612, 0.010957750491797924, -0.11308857053518295, -0.06650462001562119, -0.09328815340995789, 0.09096627682447433, -0.05044152960181236, 0.03595351055264473, -0.018325313925743103]",32
